SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,936 NW 60th St,Seattle,WA,98107,819950,4,3.5,Ballard,2220,5000,1995,2,Garage,3,Active,2015-11-18,11:30,13:00,,819950,1995-05-19,230000.0,http://www.redfin.com/WA/Seattle/936-NW-60th-St-98107/home/494047,Northwest Multiple Listing Service (NWMLS),868924,Windermere R.E.N.W. Eastlake,N,Y,47.672582,-122.370363,false

